file,line_number,issue_type,severity,description,suggested_fix,fix_applied,page_url
src\app\admin\reports\schedules\page.tsx,5,code_quality,low,Potentially unused import: 'Play',Remove unused import 'Play' if not needed,False,
src\app\admin\reports\schedules\page.tsx,5,code_quality,low,Potentially unused import: 'Trash2',Remove unused import 'Trash2' if not needed,False,
src\app\admin\reports\schedules\page.tsx,11,code_quality,low,Potentially unused import: 'type ReportType',Remove unused import 'type ReportType' if not needed,False,
src\app\admin\reports\schedules\page.tsx,12,code_quality,low,Potentially unused import: 'type ReportSchedule',Remove unused import 'type ReportSchedule' if not needed,False,
src\app\admin\reports\schedules\page.tsx,12,code_quality,low,Potentially unused import: 'type CreateSchedulePayload',Remove unused import 'type CreateSchedulePayload' if not needed,False,
src\app\admin\reports\schedules\page.tsx,12,code_quality,low,Potentially unused import: 'type ScheduleRecipient',Remove unused import 'type ScheduleRecipient' if not needed,False,
src\app\admin\reports\schedules\page.tsx,12,code_quality,low,Potentially unused import: 'type ScheduleFrequency',Remove unused import 'type ScheduleFrequency' if not needed,False,
src\app\admin\reports\schedules\page.tsx,12,code_quality,low,Potentially unused import: 'type DateRangeType',Remove unused import 'type DateRangeType' if not needed,False,
src\app\admin\settings\assignments\page.tsx,5,code_quality,low,Potentially unused import: 'Search',Remove unused import 'Search' if not needed,False,
src\app\admin\settings\assignments\page.tsx,5,code_quality,low,Potentially unused import: 'MapPin',Remove unused import 'MapPin' if not needed,False,
src\app\admin\settings\page.tsx,6,code_quality,low,Potentially unused import: 'CheckCircle2',Remove unused import 'CheckCircle2' if not needed,False,
src\app\admin\settings\policies\page.tsx,253,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\admin\settings\policies\page.tsx,6,code_quality,low,Potentially unused import: 'ChevronDown',Remove unused import 'ChevronDown' if not needed,False,
src\app\admin\settings\policies\page.tsx,11,code_quality,low,Potentially unused import: 'type PolicyCategory',Remove unused import 'type PolicyCategory' if not needed,False,
src\app\admin\settings\policies\page.tsx,11,code_quality,low,Potentially unused import: 'type PropertyPolicy',Remove unused import 'type PropertyPolicy' if not needed,False,
src\app\admin\settings\users\page.tsx,122,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\admin\settings\users\page.tsx,344,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\admin\settings\users\page.tsx,460,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\admin\settlements\page.tsx,6,code_quality,low,Potentially unused import: 'Receipt',Remove unused import 'Receipt' if not needed,False,
src\app\admin\settlements\page.tsx,6,code_quality,low,Potentially unused import: 'ArrowRight',Remove unused import 'ArrowRight' if not needed,False,
src\app\admin\settlements\page.tsx,6,code_quality,low,Potentially unused import: 'ShieldCheck',Remove unused import 'ShieldCheck' if not needed,False,
src\app\admin\settlements\page.tsx,6,code_quality,low,Potentially unused import: 'AlertCircle',Remove unused import 'AlertCircle' if not needed,False,
src\app\admin\tenants\page.tsx,88,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\admin\tenants\page.tsx,124,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\admin\tenants\page.tsx,7,code_quality,low,Potentially unused import: 'type Tenant',Remove unused import 'type Tenant' if not needed,False,
src\app\admin\vendors\page.tsx,46,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\admin\vendors\page.tsx,123,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\admin\vendors\page.tsx,4,code_quality,low,Potentially unused import: 'MoreHorizontal',Remove unused import 'MoreHorizontal' if not needed,False,
src\app\admin\vendors\page.tsx,4,code_quality,low,Potentially unused import: 'ShieldCheck',Remove unused import 'ShieldCheck' if not needed,False,
src\app\admin\vendors\page.tsx,10,code_quality,low,Potentially unused import: 'type Vendor',Remove unused import 'type Vendor' if not needed,False,
src\app\leases\page.tsx,53,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\listings\page.tsx,0,syntax_error,high,Unbalanced '{}': 23 opening vs 24 closing,Check for missing or extra { or },False,
src\app\listings\page.tsx,0,syntax_error,high,Unbalanced '()': 44 opening vs 45 closing,Check for missing or extra ( or ),False,
src\app\listings\page.tsx,6,code_quality,low,Potentially unused import: 'Home',Remove unused import 'Home' if not needed,False,
src\app\listings\page.tsx,6,code_quality,low,Potentially unused import: 'MapPin',Remove unused import 'MapPin' if not needed,False,
src\app\listings\page.tsx,6,code_quality,low,Potentially unused import: 'MessageCircle',Remove unused import 'MessageCircle' if not needed,False,
src\app\owner-portal\distributions\page.tsx,62,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\owner-portal\documents\page.tsx,5,code_quality,low,Potentially unused import: 'Clock',Remove unused import 'Clock' if not needed,False,
src\app\owner-portal\inspections\page.tsx,153,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\owner-portal\messages\page.tsx,127,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\owner-portal\messages\page.tsx,4,code_quality,low,Potentially unused import: 'Users',Remove unused import 'Users' if not needed,False,
src\app\owner-portal\messages\page.tsx,4,code_quality,low,Potentially unused import: 'Megaphone',Remove unused import 'Megaphone' if not needed,False,
src\app\owner-portal\messages\page.tsx,8,code_quality,low,Potentially unused import: 'type ConversationFilters',Remove unused import 'type ConversationFilters' if not needed,False,
src\app\owner-portal\page.tsx,84,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\owner-portal\properties\page.tsx,69,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\owner-portal\properties\page.tsx,6,code_quality,low,Potentially unused import: 'Users',Remove unused import 'Users' if not needed,False,
src\app\owner-portal\properties\page.tsx,6,code_quality,low,Potentially unused import: 'TrendingUp',Remove unused import 'TrendingUp' if not needed,False,
src\app\owner-portal\statements\page.tsx,60,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\owner-portal\statements\page.tsx,196,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\inspections\page.tsx,153,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\layout.tsx,119,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\maintenance\page.tsx,154,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\maintenance\page.tsx,202,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\maintenance\page.tsx,225,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\messages\page.tsx,127,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\messages\page.tsx,8,code_quality,low,Potentially unused import: 'type ConversationFilters',Remove unused import 'type ConversationFilters' if not needed,False,
src\app\portal\page.tsx,0,syntax_error,high,Unbalanced '{}': 272 opening vs 275 closing,Check for missing or extra { or },False,
src\app\portal\page.tsx,0,syntax_error,high,Unbalanced '()': 336 opening vs 338 closing,Check for missing or extra ( or ),False,
src\app\portal\page.tsx,299,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\page.tsx,1023,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\repairs\page.tsx,178,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\repairs\page.tsx,230,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\repairs\page.tsx,306,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\portal\repairs\page.tsx,6,code_quality,low,Potentially unused import: 'AlertCircle',Remove unused import 'AlertCircle' if not needed,False,
src\app\portal\settings\page.tsx,4,code_quality,low,Potentially unused import: 'HomeIcon',Remove unused import 'HomeIcon' if not needed,False,
src\app\portal\settings\page.tsx,4,code_quality,low,Potentially unused import: 'Calendar',Remove unused import 'Calendar' if not needed,False,
src\app\portal\settings\page.tsx,9,code_quality,low,Potentially unused import: 'type NotificationChannel',Remove unused import 'type NotificationChannel' if not needed,False,
src\app\portal\settings\page.tsx,9,code_quality,low,Potentially unused import: 'type NotificationCategory',Remove unused import 'type NotificationCategory' if not needed,False,
src\app\reports\page.tsx,148,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\reports\page.tsx,203,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\reports\page.tsx,5,code_quality,low,Potentially unused import: 'TrendingUp',Remove unused import 'TrendingUp' if not needed,False,
src\app\reports\page.tsx,5,code_quality,low,Potentially unused import: 'TrendingDown',Remove unused import 'TrendingDown' if not needed,False,
src\app\reports\page.tsx,5,code_quality,low,Potentially unused import: 'Filter',Remove unused import 'Filter' if not needed,False,
src\app\reports\page.tsx,5,code_quality,low,Potentially unused import: 'Calendar',Remove unused import 'Calendar' if not needed,False,
src\app\reports\page.tsx,5,code_quality,low,Potentially unused import: 'ChevronDown',Remove unused import 'ChevronDown' if not needed,False,
src\app\tenants\[id]\page.tsx,8,code_quality,low,Potentially unused import: 'User',Remove unused import 'User' if not needed,False,
src\app\tenants\[id]\page.tsx,8,code_quality,low,Potentially unused import: 'CheckCircle',Remove unused import 'CheckCircle' if not needed,False,
src\app\tenants\[id]\page.tsx,8,code_quality,low,Potentially unused import: 'Clock',Remove unused import 'Clock' if not needed,False,
src\app\tenants\[id]\page.tsx,8,code_quality,low,Potentially unused import: 'AlertCircle',Remove unused import 'AlertCircle' if not needed,False,
src\app\tenants\[id]\page.tsx,8,code_quality,low,Potentially unused import: 'TrendingUp',Remove unused import 'TrendingUp' if not needed,False,
src\app\tenants\[id]\page.tsx,8,code_quality,low,Potentially unused import: 'TrendingDown',Remove unused import 'TrendingDown' if not needed,False,
src\app\tenants\page.tsx,79,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\tenants\page.tsx,5,code_quality,low,Potentially unused import: 'Users',Remove unused import 'Users' if not needed,False,
src\app\tenants\page.tsx,5,code_quality,low,Potentially unused import: 'ArrowRight',Remove unused import 'ArrowRight' if not needed,False,
src\app\tenants\page.tsx,5,code_quality,low,Potentially unused import: 'Home',Remove unused import 'Home' if not needed,False,
src\app\vendor-portal\availability\page.tsx,156,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\vendor-portal\messages\page.tsx,134,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\vendor-portal\messages\page.tsx,9,code_quality,low,Potentially unused import: 'type ConversationFilters',Remove unused import 'type ConversationFilters' if not needed,False,
src\app\vendor-portal\page.tsx,0,syntax_error,high,Unbalanced '{}': 174 opening vs 170 closing,Check for missing or extra { or },False,
src\app\vendor-portal\page.tsx,0,syntax_error,high,Unbalanced '()': 254 opening vs 249 closing,Check for missing or extra ( or ),False,
src\app\vendor-portal\page.tsx,250,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\app\vendor-portal\page.tsx,7,code_quality,low,Potentially unused import: 'AlertTriangle',Remove unused import 'AlertTriangle' if not needed,False,
src\app\vendor-portal\page.tsx,7,code_quality,low,Potentially unused import: 'ChevronRight',Remove unused import 'ChevronRight' if not needed,False,
src\app\~offline\page.tsx,7,security,medium,Non-HTTPS URL detected: http://,Review and remediate the security issue,False,
src\components\AccessibleModal.tsx,3,code_quality,low,Potentially unused import: 'type ReactNode',Remove unused import 'type ReactNode' if not needed,False,
src\components\AssignVendorModal.tsx,233,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\ComposeMessageModal.tsx,0,syntax_error,high,Unbalanced '{}': 37 opening vs 38 closing,Check for missing or extra { or },False,
src\components\ComposeMessageModal.tsx,0,syntax_error,high,Unbalanced '()': 79 opening vs 80 closing,Check for missing or extra ( or ),False,
src\components\ComposeMessageModal.tsx,211,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\ComposeMessageModal.tsx,258,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\ComposeMessageModal.tsx,7,code_quality,low,Potentially unused import: 'getRoleColor',Remove unused import 'getRoleColor' if not needed,False,
src\components\ComposeMessageModal.tsx,7,code_quality,low,Potentially unused import: 'type RecipientOption',Remove unused import 'type RecipientOption' if not needed,False,
src\components\ComposeMessageModal.tsx,7,code_quality,low,Potentially unused import: 'type ConversationType',Remove unused import 'type ConversationType' if not needed,False,
src\components\ComposeSMSModal.tsx,222,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\ComposeSMSModal.tsx,4,code_quality,low,Potentially unused import: 'CheckCircle2',Remove unused import 'CheckCircle2' if not needed,False,
src\components\ComposeSMSModal.tsx,9,code_quality,low,Potentially unused import: 'type BulkSMSTarget',Remove unused import 'type BulkSMSTarget' if not needed,False,
src\components\EndLeaseModal.tsx,6,code_quality,low,Potentially unused import: 'LogOut',Remove unused import 'LogOut' if not needed,False,
src\components\GenerateStatementModal.tsx,6,code_quality,low,Potentially unused import: 'FileText',Remove unused import 'FileText' if not needed,False,
src\components\GlobalSearchBar.tsx,174,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\IncomeCertificationModal.tsx,161,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\IncomeCertificationModal.tsx,7,code_quality,low,Potentially unused import: 'AMI_PERCENTAGE_OPTIONS',Remove unused import 'AMI_PERCENTAGE_OPTIONS' if not needed,False,
src\components\IncomeCertificationModal.tsx,7,code_quality,low,Potentially unused import: 'type CertificationType',Remove unused import 'type CertificationType' if not needed,False,
src\components\IncomeCertificationModal.tsx,7,code_quality,low,Potentially unused import: 'type StudentStatus',Remove unused import 'type StudentStatus' if not needed,False,
src\components\IncomeCertificationModal.tsx,7,code_quality,low,Potentially unused import: 'type HouseholdMemberInput',Remove unused import 'type HouseholdMemberInput' if not needed,False,
src\components\InsurancePolicyModal.tsx,0,syntax_error,high,Unbalanced '{}': 26 opening vs 27 closing,Check for missing or extra { or },False,
src\components\InsurancePolicyModal.tsx,146,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\InsurancePolicyModal.tsx,8,code_quality,low,Potentially unused import: 'type CreateInsurancePolicyPayload',Remove unused import 'type CreateInsurancePolicyPayload' if not needed,False,
src\components\MaintenanceCalendar.tsx,143,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\MaintenanceCalendar.tsx,152,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\MaintenanceCalendar.tsx,170,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\MaintenanceCalendar.tsx,204,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\MaintenanceCalendar.tsx,10,code_quality,low,Potentially unused import: 'type CalendarWorkOrder',Remove unused import 'type CalendarWorkOrder' if not needed,False,
src\components\MaintenanceTicketModal.tsx,1,react_antipattern,high,File uses client-side hooks but missing 'use client' directive,Add 'use client' at the top of the file,False,
src\components\MaintenanceTicketModal.tsx,97,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\MaintenanceTicketModal.tsx,2,code_quality,low,Potentially unused import: 'CheckCircle',Remove unused import 'CheckCircle' if not needed,False,
src\components\MoveLeaseModal.tsx,6,code_quality,low,Potentially unused import: 'Truck',Remove unused import 'Truck' if not needed,False,
src\components\NewInspectionModal.tsx,176,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\NewInspectionModal.tsx,342,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\NewInspectionModal.tsx,357,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\NewInspectionModal.tsx,12,code_quality,low,Potentially unused import: 'type InspectionType',Remove unused import 'type InspectionType' if not needed,False,
src\components\NewInspectionModal.tsx,12,code_quality,low,Potentially unused import: 'type CreateInspectionPayload',Remove unused import 'type CreateInspectionPayload' if not needed,False,
src\components\NewLeadModal.tsx,11,code_quality,low,Potentially unused import: 'type CreateLeadPayload',Remove unused import 'type CreateLeadPayload' if not needed,False,
src\components\NewLeaseModal.tsx,196,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\NewLeaseModal.tsx,6,code_quality,low,Potentially unused import: 'User',Remove unused import 'User' if not needed,False,
src\components\NewLeaseModal.tsx,6,code_quality,low,Potentially unused import: 'Calendar',Remove unused import 'Calendar' if not needed,False,
src\components\NewLeaseModal.tsx,6,code_quality,low,Potentially unused import: 'Search',Remove unused import 'Search' if not needed,False,
src\components\NewLeaseModal.tsx,6,code_quality,low,Potentially unused import: 'AlertCircle',Remove unused import 'AlertCircle' if not needed,False,
src\components\NewTurnModal.tsx,280,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\NewTurnModal.tsx,4,code_quality,low,Potentially unused import: 'FileText',Remove unused import 'FileText' if not needed,False,
src\components\NewTurnModal.tsx,4,code_quality,low,Potentially unused import: 'DollarSign',Remove unused import 'DollarSign' if not needed,False,
src\components\NewTurnModal.tsx,4,code_quality,low,Potentially unused import: 'ChevronRight',Remove unused import 'ChevronRight' if not needed,False,
src\components\NewTurnModal.tsx,12,code_quality,low,Potentially unused import: 'type TurnTemplate',Remove unused import 'type TurnTemplate' if not needed,False,
src\components\NodeMap.tsx,44,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\NodeMap.tsx,3,code_quality,low,Potentially unused import: 'Home',Remove unused import 'Home' if not needed,False,
src\components\OwnerFormModal.tsx,7,code_quality,low,Potentially unused import: 'type Owner',Remove unused import 'type Owner' if not needed,False,
src\components\PayBillModal.tsx,10,code_quality,low,Potentially unused import: 'type Bill',Remove unused import 'type Bill' if not needed,False,
src\components\PostRentModal.tsx,6,code_quality,low,Potentially unused import: 'DollarSign',Remove unused import 'DollarSign' if not needed,False,
src\components\PropertyAffordabilityModal.tsx,176,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\PropertyAffordabilityModal.tsx,239,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\PropertyAffordabilityModal.tsx,4,code_quality,low,Potentially unused import: 'Building2',Remove unused import 'Building2' if not needed,False,
src\components\PropertyAffordabilityModal.tsx,8,code_quality,low,Potentially unused import: 'type ProgramType',Remove unused import 'type ProgramType' if not needed,False,
src\components\ReconciliationDrawer.tsx,5,code_quality,low,Potentially unused import: 'CheckCircle2',Remove unused import 'CheckCircle2' if not needed,False,
src\components\ReconciliationDrawer.tsx,5,code_quality,low,Potentially unused import: 'ArrowRight',Remove unused import 'ArrowRight' if not needed,False,
src\components\RecurringMaintenancePanel.tsx,413,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\RecurringMaintenancePanel.tsx,8,code_quality,low,Potentially unused import: 'type RecurringFrequency',Remove unused import 'type RecurringFrequency' if not needed,False,
src\components\RecurringMaintenancePanel.tsx,8,code_quality,low,Potentially unused import: 'type RecurringPriority',Remove unused import 'type RecurringPriority' if not needed,False,
src\components\RenewalAcceptModal.tsx,86,react_antipattern,medium,alert() used instead of toast notification,Replace with toast() from sonner,False,
src\components\RenewalAcceptModal.tsx,103,react_antipattern,medium,alert() used instead of toast notification,Replace with toast() from sonner,False,
src\components\RenewalAcceptModal.tsx,138,react_antipattern,medium,alert() used instead of toast notification,Replace with toast() from sonner,False,
src\components\RenewalAcceptModal.tsx,4,code_quality,low,Potentially unused import: 'DollarSign',Remove unused import 'DollarSign' if not needed,False,
src\components\RenewalAcceptModal.tsx,4,code_quality,low,Potentially unused import: 'Calendar',Remove unused import 'Calendar' if not needed,False,
src\components\RenewalAcceptModal.tsx,4,code_quality,low,Potentially unused import: 'ArrowRight',Remove unused import 'ArrowRight' if not needed,False,
src\components\RenewalAcceptModal.tsx,4,code_quality,low,Potentially unused import: 'FileText',Remove unused import 'FileText' if not needed,False,
src\components\ScheduleTourModal.tsx,288,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\ScheduleTourModal.tsx,11,code_quality,low,Potentially unused import: 'type Lead',Remove unused import 'type Lead' if not needed,False,
src\components\ScheduleTourModal.tsx,11,code_quality,low,Potentially unused import: 'type ScheduleTourPayload',Remove unused import 'type ScheduleTourPayload' if not needed,False,
src\components\SendForSigningModal.tsx,4,code_quality,low,Potentially unused import: 'FileText',Remove unused import 'FileText' if not needed,False,
src\components\SMSPanel.tsx,114,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\SMSPanel.tsx,4,code_quality,low,Potentially unused import: 'MessageSquare',Remove unused import 'MessageSquare' if not needed,False,
src\components\SMSPanel.tsx,8,code_quality,low,Potentially unused import: 'type SMSStatus',Remove unused import 'type SMSStatus' if not needed,False,
src\components\TenantAI.tsx,0,syntax_error,high,Unbalanced '{}': 74 opening vs 73 closing,Check for missing or extra { or },False,
src\components\TenantAI.tsx,0,syntax_error,high,Unbalanced '()': 79 opening vs 80 closing,Check for missing or extra ( or ),False,
src\components\TenantAI.tsx,5,code_quality,low,Potentially unused import: 'HelpCircle',Remove unused import 'HelpCircle' if not needed,False,
src\components\TenantAI.tsx,5,code_quality,low,Potentially unused import: 'ChevronRight',Remove unused import 'ChevronRight' if not needed,False,
src\components\TenantBuildModal.tsx,6,code_quality,low,Potentially unused import: 'AlertCircle',Remove unused import 'AlertCircle' if not needed,False,
src\components\TenantBuildModal.tsx,6,code_quality,low,Potentially unused import: 'Calendar',Remove unused import 'Calendar' if not needed,False,
src\components\TenantCheck.tsx,3,code_quality,low,Potentially unused import: 'useState',Remove unused import 'useState' if not needed,False,
src\components\TenantCheck.tsx,4,code_quality,low,Potentially unused import: 'UserPlus',Remove unused import 'UserPlus' if not needed,False,
src\components\TopBar.tsx,4,code_quality,low,Potentially unused import: 'Bell',Remove unused import 'Bell' if not needed,False,
src\components\TurnTemplateModal.tsx,244,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\TurnTemplateModal.tsx,271,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\TurnTemplateModal.tsx,409,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\TurnTemplateModal.tsx,3,code_quality,low,Potentially unused import: 'useCallback',Remove unused import 'useCallback' if not needed,False,
src\components\TurnTemplateModal.tsx,12,code_quality,low,Potentially unused import: 'type TurnTemplate',Remove unused import 'type TurnTemplate' if not needed,False,
src\components\UploadDocumentModal.tsx,220,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\UploadDocumentModal.tsx,401,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\UploadDocumentModal.tsx,500,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
src\components\UploadDocumentModal.tsx,12,code_quality,low,Potentially unused import: 'type UploadPayload',Remove unused import 'type UploadPayload' if not needed,False,
src\components\VendorFormModal.tsx,4,code_quality,low,Potentially unused import: 'UserPlus',Remove unused import 'UserPlus' if not needed,False,
src\components\VendorFormModal.tsx,7,code_quality,low,Potentially unused import: 'type Vendor',Remove unused import 'type Vendor' if not needed,False,
src\components\VendorPerformanceBadge.tsx,45,react_antipattern,medium,JSX element inside .map() may be missing key prop,Add key={uniqueId} prop to the element,False,
